,email,result,details
369,eastmaitlandpublicschoolpandc@gmail.com,The email address eastmaitlandpublicschoolpandc@gmail.com is valid,"MX records:
gmail-smtp-in.l.google.com (5)
alt1.gmail-smtp-in.l.google.com (10)
alt2.gmail-smtp-in.l.google.com (20)
alt3.gmail-smtp-in.l.google.com (30)
alt4.gmail-smtp-in.l.google.com (40)

connected to gmail-smtp-in.l.google.com

dialog with gmail-smtp-in.l.google.com ok

220 mx.google.com ESMTP n14si23928027wrj.319 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK n14si23928027wrj.319 - gsmtp
RCPT TO: <eastmaitlandpublicschoolpandc@gmail.com>
250 2.1.5 OK n14si23928027wrj.319 - gsmtp
QUIT
221 2.0.0 closing connection n14si23928027wrj.319 - gsmtp"
370,maitgross-h.school@det.nsw.edu.au,The email address maitgross-h.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT023.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:17:37 +0000
HELO ip-adress.com
250 ME3AUS01FT023.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <maitgross-h.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
371,maitland-h.school@det.nsw.edu.au,The email address maitland-h.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT014.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:17:46 +0000
HELO ip-adress.com
250 SY4AUS01FT014.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <maitland-h.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [SY4AUS01FT014.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
372,maitland-p.school@det.nsw.edu.au,The email address maitland-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT018.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:17:55 +0000
HELO ip-adress.com
250 ME3AUS01FT018.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <maitland-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
373,malabar-p.school@det.nsw.edu.au,The email address malabar-p.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT013.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:18:04 +0000
HELO ip-adress.com
250 SY4AUS01FT013.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <malabar-p.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [SY4AUS01FT013.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
374,mandurama-p.school@det.nsw.edu.au,The email address mandurama-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT011.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:18:14 +0000
HELO ip-adress.com
250 ME3AUS01FT011.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <mandurama-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
375,manifold-p.school@det.nsw.edu.au,The email address manifold-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT024.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:18:23 +0000
HELO ip-adress.com
250 SY4AUS01FT024.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <manifold-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
376,manildra-p.school@det.nsw.edu.au,The email address manildra-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT010.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:18:32 +0000
HELO ip-adress.com
250 SY4AUS01FT010.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <manildra-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
377,manilla-c.school@det.nsw.edu.au,The email address manilla-c.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT016.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:18:41 +0000
HELO ip-adress.com
250 SY4AUS01FT016.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <manilla-c.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
378,manlyvill-p.school@det.nsw.edu.au,The email address manlyvill-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT007.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:18:49 +0000
HELO ip-adress.com
250 ME3AUS01FT007.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <manlyvill-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
379,admin@mvacollege.nsw.edu.au,The email address admin@mvacollege.nsw.edu.au is valid,"MX records:
mvacollege-nsw-edu-au.mail.protection.outlook.com (10)

connected to mvacollege-nsw-edu-au.mail.protection.outlook.com

dialog with mvacollege-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT016.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:18:59 +0000
HELO ip-adress.com
250 SY4AUS01FT016.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <admin@mvacollege.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
380,marayonght-p.school@det.nsw.edu.au,The email address marayonght-p.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT021.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:19:08 +0000
HELO ip-adress.com
250 SY4AUS01FT021.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <marayonght-p.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [SY4AUS01FT021.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
381,mcr-secretary@syd.catholic.edu.au,The email address mcr-secretary@syd.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx4.googlemail.com (30)
aspmx5.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP o20si17709384oiw.6 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK o20si17709384oiw.6 - gsmtp
RCPT TO: <mcr-secretary@syd.catholic.edu.au>
250 2.1.5 OK o20si17709384oiw.6 - gsmtp
QUIT
221 2.0.0 closing connection o20si17709384oiw.6 - gsmtp"
382,marian@parra.catholic.edu.au,The email address marian@parra.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
alt4.aspmx.l.google.com (30)
alt3.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP e1si24767102wrq.153 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK e1si24767102wrq.153 - gsmtp
RCPT TO: <marian@parra.catholic.edu.au>
250 2.1.5 OK e1si24767102wrq.153 - gsmtp
QUIT
221 2.0.0 closing connection e1si24767102wrq.153 - gsmtp"
383,info@marionhorsleypark.catholic.edu.au,The email address info@marionhorsleypark.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx2.googlemail.com (30)
aspmx4.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP d5si18672130wrj.144 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK d5si18672130wrj.144 - gsmtp
RCPT TO: <info@marionhorsleypark.catholic.edu.au>
250 2.1.5 OK d5si18672130wrj.144 - gsmtp
QUIT
221 2.0.0 closing connection d5si18672130wrj.144 - gsmtp"
384,info@maristeastwood.catholic.edu.au,The email address info@maristeastwood.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx4.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP i10si15522008ota.122 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK i10si15522008ota.122 - gsmtp
RCPT TO: <info@maristeastwood.catholic.edu.au>
250 2.1.5 OK i10si15522008ota.122 - gsmtp
QUIT
221 2.0.0 closing connection i10si15522008ota.122 - gsmtp"
385,info@mckogarah.catholic.edu.au,The email address info@mckogarah.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)
aspmx4.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP v2si18638917otq.307 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK v2si18638917otq.307 - gsmtp
RCPT TO: <info@mckogarah.catholic.edu.au>
250 2.1.5 OK v2si18638917otq.307 - gsmtp
QUIT
221 2.0.0 closing connection v2si18638917otq.307 - gsmtp"
386,info@mscw.catholic.edu.au,The email address info@mscw.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)
aspmx4.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP g3si20680013wri.23 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK g3si20680013wri.23 - gsmtp
RCPT TO: <info@mscw.catholic.edu.au>
250 2.1.5 OK g3si20680013wri.23 - gsmtp
QUIT
221 2.0.0 closing connection g3si20680013wri.23 - gsmtp"
387,markspoint-p.school@det.nsw.edu.au,The email address markspoint-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT011.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:20:06 +0000
HELO ip-adress.com
250 ME3AUS01FT011.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <markspoint-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
388,media@mchf.nsw.edu.au,The email address media@mchf.nsw.edu.au is not valid,"MX records:
mchf-nsw-edu-au.mail.protection.outlook.com (0)

connected to mchf-nsw-edu-au.mail.protection.outlook.com

dialog with mchf-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT024.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:20:15 +0000
HELO ip-adress.com
250 ME3AUS01FT024.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <media@mchf.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [ME3AUS01FT024.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
389,maroota-p.school@det.nsw.edu.au,The email address maroota-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT004.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:20:24 +0000
HELO ip-adress.com
250 ME3AUS01FT004.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <maroota-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
390,maroubraba-p.school@det.nsw.edu.au,The email address maroubraba-p.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT003.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:20:32 +0000
HELO ip-adress.com
250 ME3AUS01FT003.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <maroubraba-p.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [ME3AUS01FT003.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
391,marrar-p.school@det.nsw.edu.au,The email address marrar-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT005.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:20:42 +0000
HELO ip-adress.com
250 ME3AUS01FT005.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <marrar-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
392,marrickvil-h.school@det.nsw.edu.au,The email address marrickvil-h.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT013.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:20:51 +0000
HELO ip-adress.com
250 SY4AUS01FT013.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <marrickvil-h.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
393,marrickvil-p.school@det.nsw.edu.au,The email address marrickvil-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT014.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:21:00 +0000
HELO ip-adress.com
250 SY4AUS01FT014.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <marrickvil-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
394,marrickvillewestpublicschool@pandcaffiliate.org.au,The email address marrickvillewestpublicschool@pandcaffiliate.org.au is not valid,"MX records:
pandcaffiliate-org-au.mail.protection.outlook.com (0)

connected to pandcaffiliate-org-au.mail.protection.outlook.com

dialog with pandcaffiliate-org-au.mail.protection.outlook.com ok

220 ME3AUS01FT003.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:21:09 +0000
HELO ip-adress.com
250 ME3AUS01FT003.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <marrickvillewestpublicschool@pandcaffiliate.org.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [ME3AUS01FT003.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
395,marsden-h.school@det.nsw.edu.au,The email address marsden-h.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT007.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:21:18 +0000
HELO ip-adress.com
250 ME3AUS01FT007.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <marsden-h.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
396,marsdenpk-p.school@det.nsw.edu.au,The email address marsdenpk-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT017.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 07:21:27 +0000
HELO ip-adress.com
250 ME3AUS01FT017.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <marsdenpk-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
